UniqueCourseSectionId,StudentId,FailureRisk,InProgressGrade,FinalGrade,Absences,Comments,SentToStudent,ReferForAssistance
course1,5095709,,,,,,0,0
course1,5095709,,,,,,0,0
course1,5095712,,,,,,0,0
course1,5095712,,,,,,0,0
course1,5095713,High,B,,1,test,1,0
course1,5095713,High,B,,1,test,1,0
course1,5095714,,,,,,0,0
course1,5095714,,,,,,0,0
course1,5095715,High,B,,1,test,1,0
course1,5095715,High,B,,1,test,0,0
course1,5095716,,,,,,0,0
course1,5095716,,,,,,0,0
course1,5095717,High,B,,1,test,1,0
course1,5095717,High,B,,1,test,1,0
course1,5095718,,,,,,0,0
course1,5095718,,,,,,0,0
course1,5095719,,,,,,0,0
course1,5095719,,,,,,0,0
course1,5095721,High,B,,1,test,1,0
course1,5095721,High,B,,1,test,0,0
course1,5095722,,,,,,0,0
course1,5095722,,,,,,0,0
course1,5095723,,,,,,0,0
course1,5095723,,,,,,0,0
course1,5095724,,,,,,0,0
course1,5095724,,,,,,0,0
course1,5095725,,,,,,0,0
course1,5095725,,,,,,0,0
course1,5095726,,,,,,0,0
course1,5095726,,,,,,0,0
course1,5095727,,,,,,0,0
course1,5095727,,,,,,0,0
course1,5095728,,,,,,0,0
course1,5095728,,,,,,0,0
course1,5095729,,,,,,0,0
course1,5095729,,,,,,0,0
course1,5095730,,,,,,0,0
course1,5095730,,,,,,0,0
course1,5095732,,,,,,0,0
course1,5095732,,,,,,0,0
course1,5095733,High,B,,1,test,1,0
course1,5095733,High,B,,1,test,1,0
course1,5095734,,,,,,0,0
course1,5095734,,,,,,0,0
course1,5095735,,,,,,0,0
course1,5095735,,,,,,0,0
course1,5095736,High,B,,1,test,1,0
course1,5095736,High,B,,1,test,0,0
course1,5095737,,,,,,0,0
course1,5095737,,,,,,0,0
course1,5095738,,,,,,0,0
course1,5095738,,,,,,0,0
course1,5095739,High,B,,1,test,1,0
course1,5095739,High,B,,1,test,0,0
course1,5095740,,,,,,0,0
course1,5095740,,,,,,0,0
course1,5095741,,,,,,0,0
course1,5095741,,,,,,0,0
course1,5095742,,,,,,0,0
course1,5095742,,,,,,0,0
course1,5095743,,,,,,0,0
course1,5095743,,,,,,0,0
course1,5095744,,,,,,0,0
course1,5095744,,,,,,0,0
course1,5095745,,,,,,0,0
course1,5095745,,,,,,0,0
course1,5095746,,,,,,0,0
course1,5095746,,,,,,0,0
course1,5095747,,,,,,0,0
course1,5095747,,,,,,0,0
course1,5095748,High,B,,1,test,1,0
course1,5095748,High,B,,1,test,1,0
course1,5095749,High,B,,1,test,1,0
course1,5095749,High,B,,1,test,1,0
course1,5095750,,,,,,0,0
course1,5095750,,,,,,0,0
course1,5095751,,,,,,0,0
course1,5095751,,,,,,0,0
course1,5095752,,,,,,0,0
course1,5095752,,,,,,0,0
course1,5095753,,,,,,0,0
course1,5095753,,,,,,0,0
course1,5095754,,,,,,0,0
course1,5095754,,,,,,0,0
course1,5095755,High,B,,1,test,0,0
course1,5095755,High,B,,1,test,0,0
course1,5095756,,,,,,0,0
course1,5095756,,,,,,0,0
course1,5095758,,,,,,0,0
course1,5095758,,,,,,0,0
course1,5095759,,,,,,0,0
course1,5095759,,,,,,0,0
course1,5095760,,,,,,0,0
course1,5095760,,,,,,0,0
course1,5095761,,,,,,0,0
course1,5095761,,,,,,0,0
course1,5095762,,,,,,0,0
course1,5095762,,,,,,0,0
course1,5095764,,,,,,0,0
course1,5095764,,,,,,0,0
course1,5095765,High,B,,1,test,1,0
course1,5095765,High,B,,1,test,1,0
course1,5095766,,,,,,0,0
course1,5095766,,,,,,0,0
course1,5095767,,,,,,0,0
course1,5095767,,,,,,0,0
course1,5095768,,,,,,0,0
course1,5095768,,,,,,0,0
course1,5095769,,,,,,0,0
course1,5095769,,,,,,0,0
course1,5095770,,,,,,0,0
course1,5095770,,,,,,0,0
course1,5095771,,,,,,0,0
course1,5095771,,,,,,0,0
course1,5095772,,,,,,0,0
course1,5095772,,,,,,0,0
course1,5095773,,,,,,0,0
course1,5095773,,,,,,0,0
course1,5095774,,,,,,0,0
course1,5095774,,,,,,0,0
course1,5095775,,,,,,0,0
course1,5095775,,,,,,0,0
course1,5095776,,,,,,0,0
course1,5095776,,,,,,0,0
course1,5095777,,,,,,0,0
course1,5095777,,,,,,0,0
course1,5095778,,,,,,0,0
course1,5095778,,,,,,0,0
course1,5095779,,,,,,0,0
course1,5095779,,,,,,0,0
course1,5095780,High,B,,1,test,1,0
course1,5095780,High,B,,1,test,1,0
course1,5095781,High,B,,1,test,1,0
course1,5095781,High,B,,1,test,1,0
course1,5095782,,,,,,0,0
course1,5095782,,,,,,0,0
course1,5095783,,,,,,0,0
course1,5095783,,,,,,0,0
course1,5095784,,,,,,0,0
course1,5095784,,,,,,0,0
course1,5095785,,,,,,0,0
course1,5095785,,,,,,0,0
course1,5095786,High,B,,1,test,0,0
course1,5095786,High,B,,1,test,0,0
course1,5095787,,,,,,0,0
course1,5095787,,,,,,0,0
course1,5095788,,,,,,0,0
course1,5095788,,,,,,0,0
course1,5095789,,,,,,0,0
course1,5095789,,,,,,0,0
course1,5095790,,,,,,0,0
course1,5095790,,,,,,0,0
course1,5095791,,,,,,0,0
course1,5095791,,,,,,0,0
course1,5095792,,,,,,0,0
course1,5095792,,,,,,0,0
course1,5095793,,,,,,0,0
course1,5095793,,,,,,0,0
course1,5095794,High,B,,1,test,1,0
course1,5095794,High,B,,1,test,1,0
course1,5095795,High,B,,1,test,1,0
course1,5095795,High,B,,1,test,1,0
course1,5095796,,,,,,0,0
course1,5095796,,,,,,0,0
course1,5095797,,,,,,0,0
course1,5095797,,,,,,0,0
course1,5095798,,,,,,0,0
course1,5095798,,,,,,0,0
course1,5095799,,,,,,0,0
course1,5095799,,,,,,0,0
course1,5095800,,,,,,0,0
course1,5095800,,,,,,0,0
course1,5095801,High,B,,1,test,1,0
course1,5095801,High,B,,1,test,0,0
course1,5095802,,,,,,0,0
course1,5095802,,,,,,0,0
course1,5095804,,,,,,0,0
course1,5095804,,,,,,0,0
course1,5095805,,,,,,0,0
course1,5095805,,,,,,0,0
course1,5095806,,,,,,0,0
course1,5095806,,,,,,0,0
course1,5095807,,,,,,0,0
course1,5095807,,,,,,0,0
course1,5095808,,,,,,0,0
course1,5095808,,,,,,0,0
course1,5095809,,,,,,0,0
course1,5095809,,,,,,0,0
course1,5095810,,,,,,0,0
course1,5095810,,,,,,0,0
course1,5095811,High,B,,1,test,0,0
course1,5095811,High,B,,1,test,0,0
course1,5095812,,,,,,0,0
course1,5095812,,,,,,0,0
course1,5095813,High,B,,1,test,0,0
course1,5095813,High,B,,1,test,0,0
course1,5095814,High,B,,1,test,1,0
course1,5095814,High,B,,1,test,1,0
course1,5095815,,,,,,0,0
course1,5095815,,,,,,0,0
course1,5095816,High,B,,1,test,1,0
course1,5095816,High,B,,1,test,1,0
course1,5095817,,,,,,0,0
course1,5095817,,,,,,0,0
course1,5095818,,,,,,0,0
course1,5095818,,,,,,0,0
course1,5095819,,,,,,0,0
course1,5095819,,,,,,0,0
course1,5095820,,,,,,0,0
course1,5095820,,,,,,0,0
course1,5095821,,,,,,0,0
course1,5095821,,,,,,0,0
course1,5095822,,,,,,0,0
course1,5095822,,,,,,0,0
course1,5095823,High,B,,1,test,1,0
course1,5095823,High,B,,1,test,1,0
course1,5095823,High,B,,1,test,0,0
course1,5095824,,,,,,0,0
course1,5095824,,,,,,0,0
course1,5095826,,,,,,0,0
course1,5095826,,,,,,0,0
course1,5095827,,,,,,0,0
course1,5095827,,,,,,0,0
course1,5095828,,,,,,0,0
course1,5095828,,,,,,0,0
course1,5095829,,,,,,0,0
course1,5095829,,,,,,0,0
course1,5095830,,,,,,0,0
course1,5095830,,,,,,0,0
course1,5095831,,,,,,0,0
course1,5095831,,,,,,0,0
course1,5095833,,,,,,0,0
course1,5095833,,,,,,0,0
course1,5095834,,,,,,0,0
course1,5095834,,,,,,0,0
course1,5095835,,,,,,0,0
course1,5095835,,,,,,0,0
course1,5095836,,,,,,0,0
course1,5095836,,,,,,0,0
course1,5095837,,,,,,0,0
course1,5095837,,,,,,0,0
course1,5095838,,,,,,0,0
course1,5095838,,,,,,0,0
course1,5095839,,,,,,0,0
course1,5095839,High,B,,1,test,0,0
course1,5095840,,,,,,0,0
course1,5095840,,,,,,0,0
course1,5095841,High,B,,1,test,1,0
course1,5095841,High,B,,1,test,0,0
course1,5095842,,,,,,0,0
course1,5095842,,,,,,0,0
course1,5095843,,,,,,0,0
course1,5095843,,,,,,0,0
course1,5095844,,,,,,0,0
course1,5095844,,,,,,0,0
course1,5095845,,,,,,0,0
course1,5095845,,,,,,0,0
course1,5095846,,,,,,0,0
course1,5095846,,,,,,0,0
course1,5095847,,,,,,0,0
course1,5095847,,,,,,0,0
course1,5095848,,,,,,0,0
course1,5095848,,,,,,0,0
course1,5095849,,,,,,0,0
course1,5095849,,,,,,0,0
course1,5095850,,,,,,0,0
course1,5095850,High,B,,1,test,0,0
course1,5095851,,,,,,0,0
course1,5095851,,,,,,0,0
course1,5095852,,,,,,0,0
course1,5095852,,,,,,0,0
course1,5095853,,,,,,0,0
course1,5095853,,,,,,0,0
course1,5095854,,,,,,0,0
course1,5095854,,,,,,0,0
course1,5095855,High,B,,1,test,0,0
course1,5095855,High,B,,1,test,0,0
course1,5095856,,,,,,0,0
course1,5095856,,,,,,0,0
course1,5095857,,,,,,0,0
course1,5095857,,,,,,0,0
course1,5095858,,,,,,0,0
course1,5095858,,,,,,0,0
course1,5095859,,,,,,0,0
course1,5095859,,,,,,0,0
course1,5095860,,,,,,0,0
course1,5095860,,,,,,0,0
course1,5095861,High,B,,1,test,1,0
course1,5095861,High,B,,1,test,0,0
course1,5095862,,,,,,0,0
course1,5095862,,,,,,0,0
course1,5095863,,,,,,0,0
course1,5095863,,,,,,0,0
course1,5095864,High,B,,1,test,1,0
course1,5095864,High,B,,1,test,1,0
course1,5095865,,,,,,0,0
course1,5095865,,,,,,0,0
course1,5095866,,,,,,0,0
course1,5095866,,,,,,0,0
course1,5095867,,,,,,0,0
course1,5095867,,,,,,0,0
course1,5095868,,,,,,0,0
course1,5095868,,,,,,0,0
course1,5095869,,,,,,0,0
course1,5095869,,,,,,0,0
course1,5095870,,,,,,0,0
course1,5095870,,,,,,0,0
course1,5095871,,,,,,0,0
course1,5095871,,,,,,0,0
course1,5095872,,,,,,0,0
course1,5095872,,,,,,0,0
course1,5095875,High,B,,1,test,1,0
course1,5095875,High,B,,1,test,0,0
course1,5095876,,,,,,0,0
course1,5095876,,,,,,0,0
course1,5095877,High,B,,1,test,1,0
course1,5095877,High,B,,1,test,1,0
course1,5095878,,,,,,0,0
course1,5095878,,,,,,0,0
course1,5095879,,,,,,0,0
course1,5095879,,,,,,0,0
course1,5095880,,,,,,0,0
course1,5095880,,,,,,0,0
course1,5095881,,,,,,0,0
course1,5095881,,,,,,0,0
course1,5095882,,,,,,0,0
course1,5095882,,,,,,0,0
course1,5095883,High,B,,1,test,1,0
course1,5095883,High,B,,1,test,1,0
course1,5095884,,,,,,0,0
course1,5095884,,,,,,0,0
course1,5095885,High,B,,1,test,1,0
course1,5095885,High,B,,1,test,1,0
course1,5095886,,,,,,0,0
course1,5095886,,,,,,0,0
course1,5095887,High,B,,1,test,1,0
course1,5095887,High,B,,1,test,1,0
course1,5095888,,,,,,0,0
course1,5095888,,,,,,0,0
course1,5095889,,,,,,0,0
course1,5095889,,,,,,0,0
course1,5095890,,,,,,0,0
course1,5095890,,,,,,0,0
course1,5095891,,,,,,0,0
course1,5095891,,,,,,0,0
course1,5095892,,,,,,0,0
course1,5095892,,,,,,0,0
course1,5095893,High,B,,1,test,0,0
course1,5095893,High,B,,1,test,0,0
course1,5095894,,,,,,0,0
course1,5095894,,,,,,0,0
course1,5095895,,,,,,0,0
course1,5095895,,,,,,0,0
course1,5095896,,,,,,0,0
course1,5095896,,,,,,0,0
course1,5095897,,,,,,0,0
course1,5095897,,,,,,0,0
course1,5095898,,,,,,0,0
course1,5095898,,,,,,0,0
course1,5095899,High,B,,1,test,1,0
course1,5095899,High,B,,1,test,1,0
course1,5095899,High,B,,1,test,0,0
course1,5095900,,,,,,0,0
course1,5095900,,,,,,0,0
course1,5095901,,,,,,0,0
course1,5095901,,,,,,0,0
course1,5095902,,,,,,0,0
course1,5095902,,,,,,0,0
course1,5095903,,,,,,0,0
course1,5095903,,,,,,0,0
course1,5095904,High,B,,1,test,1,0
course1,5095904,High,B,,1,test,1,0
course1,5095904,High,B,,1,test,0,0
course1,5095905,,,,,,0,0
course1,5095905,,,,,,0,0
course1,5095906,,,,,,0,0
course1,5095906,,,,,,0,0
course1,5095907,,,,,,0,0
course1,5095907,,,,,,0,0
course1,5095908,,,,,,0,0
course1,5095908,,,,,,0,0
course1,5095909,,,,,,0,0
course1,5095909,,,,,,0,0
course1,5095910,,,,,,0,0
course1,5095910,,,,,,0,0
course1,5095911,High,B,,1,test,1,0
course1,5095911,High,B,,1,test,1,0
course1,5095911,High,B,,1,test,0,0
course1,5095912,,,,,,0,0
course1,5095912,,,,,,0,0
course1,5095913,,,,,,0,0
course1,5095913,,,,,,0,0
course1,5095914,,,,,,0,0
course1,5095914,,,,,,0,0
course1,5095915,,,,,,0,0
course1,5095915,,,,,,0,0
course1,5095916,,,,,,0,0
course1,5095916,,,,,,0,0
course1,5095917,,,,,,0,0
course1,5095917,,,,,,0,0
course1,5095918,,,,,,0,0
course1,5095918,,,,,,0,0
course1,5095919,,,,,,0,0
course1,5095919,,,,,,0,0
course1,5095920,High,B,,1,test,1,0
course1,5095920,High,B,,1,test,0,0
course1,5095921,High,B,,1,test,0,0
course1,5095921,High,B,,1,test,0,0
course1,5095922,,,,,,0,0
course1,5095922,,,,,,0,0
course1,5095923,,,,,,0,0
course1,5095923,,,,,,0,0
course1,5095925,,,,,,0,0
course1,5095925,,,,,,0,0
course1,5095926,,,,,,0,0
course1,5095926,,,,,,0,0
course1,5095927,,,,,,0,0
course1,5095927,,,,,,0,0
course1,5095928,,,,,,0,0
course1,5095928,,,,,,0,0
course1,5095929,,,,,,0,0
course1,5095929,,,,,,0,0
course1,5095931,,,,,,0,0
course1,5095931,,,,,,0,0
course1,5095932,High,B,,1,test,1,0
course1,5095932,High,B,,1,test,1,0
course1,5095934,High,B,,1,test,1,0
course1,5095934,High,B,,1,test,0,0
course1,5095935,,,,,,0,0
course1,5095935,,,,,,0,0
course1,5095936,,,,,,0,0
course1,5095936,,,,,,0,0
course1,5095938,,,,,,0,0
course1,5095938,,,,,,0,0
course1,5095939,,,,,,0,0
course1,5095939,,,,,,0,0
course1,5095940,,,,,,0,0
course1,5095940,,,,,,0,0
course1,5095941,High,B,,1,test,1,0
course1,5095941,High,B,,1,test,1,0
course1,5095942,,,,,,0,0
course1,5095942,,,,,,0,0
course1,5095943,,,,,,0,0
course1,5095943,,,,,,0,0
course1,5095944,,,,,,0,0
course1,5095944,,,,,,0,0
course1,5095945,,,,,,0,0
course1,5095945,,,,,,0,0
course1,5095946,,,,,,0,0
course1,5095946,,,,,,0,0
course1,5095947,,,,,,0,0
course1,5095947,,,,,,0,0
course1,5095948,High,B,,1,test,1,0
course1,5095948,High,B,,1,test,1,0
course1,5095949,,,,,,0,0
course1,5095949,,,,,,0,0
course1,5095950,High,B,,1,test,1,0
course1,5095950,High,B,,1,test,1,0
course1,5095950,High,B,,1,test,0,0
course1,5095951,,,,,,0,0
course1,5095951,,,,,,0,0
course1,5095952,,,,,,0,0
course1,5095952,,,,,,0,0
course1,5095953,Low,,,,,0,0
course1,5095953,Low,,,,,0,0
course1,5095953,High,B,,1,test,0,0
course1,5095954,,,,,,0,0
course1,5095954,,,,,,0,0
course1,5095955,High,B,,1,test,1,0
course1,5095955,High,B,,1,test,1,0
course1,5095956,High,B,,1,test,1,0
course1,5095956,High,B,,1,test,0,0
course1,5095957,Low,,,,,0,0
course1,5095957,Low,,,,,0,0
course1,5095957,High,B,,1,test,0,0
course1,5095958,,,,,,0,0
course1,5095958,,,,,,0,0
course1,5095959,,,,,,0,0
course1,5095959,,,,,,0,0
course1,5095960,,,,,,0,0
course1,5095960,,,,,,0,0
course1,5095961,,,,,,0,0
course1,5095961,,,,,,0,0
course1,5095963,High,B,,1,test,1,0
course1,5095963,High,B,,1,test,1,0
course1,5095964,,,,,,0,0
course1,5095964,,,,,,0,0
course1,5095965,,,,,,0,0
course1,5095965,,,,,,0,0
course1,5095966,,,,,,0,0
course1,5095966,High,B,,1,test,0,0
course1,5095967,,,,,,0,0
course1,5095967,,,,,,0,0
course1,5095968,,,,,,0,0
course1,5095968,,,,,,0,0
course1,5095969,,,,,,0,0
course1,5095969,,,,,,0,0
course1,5095970,,,,,,0,0
course1,5095970,,,,,,0,0
course1,5095971,,,,,,0,0
course1,5095971,,,,,,0,0
course1,5095972,,,,,,0,0
course1,5095972,,,,,,0,0
course1,5095973,,,,,,0,0
course1,5095973,,,,,,0,0
course1,5095974,,,,,,0,0
course1,5095974,,,,,,0,0
course1,5095975,,,,,,0,0
course1,5095975,,,,,,0,0
course1,5095976,,,,,,0,0
course1,5095976,,,,,,0,0
course1,5095977,High,B,,1,test,1,0
course1,5095977,High,B,,1,test,1,0
course1,5095978,,,,,,0,0
course1,5095978,,,,,,0,0
course1,5095979,,,,,,0,0
course1,5095979,,,,,,0,0
course1,5095980,High,B,,1,test,1,0
course1,5095980,High,B,,1,test,0,0
course1,5095981,,,,,,0,0
course1,5095981,,,,,,0,0
course1,5095982,,,,,,0,0
course1,5095982,,,,,,0,0
course1,5095983,,,,,,0,0
course1,5095983,,,,,,0,0
course1,5095984,,,,,,0,0
course1,5095984,,,,,,0,0
course1,5095985,High,B,,1,test,0,0
course1,5095985,High,B,,1,test,0,0
course1,5095986,,,,,,0,0
course1,5095986,,,,,,0,0
course1,5095987,,,,,,0,0
course1,5095987,,,,,,0,0
course1,5095988,,,,,,0,0
course1,5095988,,,,,,0,0
course1,5095989,,,,,,0,0
course1,5095989,,,,,,0,0
course1,5095990,,,,,,0,0
course1,5095990,,,,,,0,0
course1,5095991,,,,,,0,0
course1,5095991,,,,,,0,0
course1,5095992,High,B,,1,test,0,0
course1,5095992,High,B,,1,test,0,0
course1,5095993,,,,,,0,0
course1,5095993,,,,,,0,0
course1,5095994,,,,,,0,0
course1,5095994,,,,,,0,0
course1,5095995,,,,,,0,0
course1,5095995,,,,,,0,0
course1,5095996,High,B,,1,test,0,0
course1,5095996,High,B,,1,test,0,0
course1,5095997,,,,,,0,0
course1,5095997,,,,,,0,0
course1,5095998,,,,,,0,0
course1,5095998,,,,,,0,0
course1,5095999,High,B,,1,test,1,0
course1,5095999,High,B,,1,test,1,0
course1,5095999,High,B,,1,test,0,0
course1,5096000,,,,,,0,0
course1,5096000,,,,,,0,0
course1,5096001,,,,,,0,0
course1,5096001,,,,,,0,0
course1,5096003,,,,,,0,0
course1,5096003,,,,,,0,0
course1,5096004,,,,,,0,0
course1,5096004,,,,,,0,0
course1,5096005,,,,,,0,0
course1,5096005,,,,,,0,0
course1,5096006,,,,,,0,0
course1,5096006,,,,,,0,0
course1,5096007,High,B,,1,test,1,0
course1,5096007,High,B,,1,test,1,0
course1,5096007,High,B,,1,test,0,0
course1,5096008,,,,,,0,0
course1,5096008,,,,,,0,0
course1,5096010,,,,,,0,0
course1,5096010,,,,,,0,0
course1,5096011,Low,,,,,0,0
course1,5096011,Low,,,,,0,0
course1,5096011,High,B,,1,test,0,0
course1,5096012,High,B,,1,test,1,0
course1,5096012,High,B,,1,test,1,0
course1,5096013,,,,,,0,0
course1,5096013,,,,,,0,0
course1,5096014,,,,,,0,0
course1,5096014,,,,,,0,0
course1,5096015,,,,,,0,0
course1,5096015,,,,,,0,0
course1,5096016,,,,,,0,0
course1,5096016,,,,,,0,0
course1,5096017,High,B,,1,test,1,0
course1,5096017,High,B,,1,test,1,0
course1,5096018,,,,,,0,0
course1,5096018,,,,,,0,0
course1,5096020,,,,,,0,0
course1,5096020,,,,,,0,0
course1,5096021,,,,,,0,0
course1,5096021,,,,,,0,0
course1,5096022,,,,,,0,0
course1,5096022,,,,,,0,0
course1,5096023,High,B,,1,test,1,0
course1,5096023,High,B,,1,test,1,0
course1,5096024,,,,,,0,0
course1,5096024,,,,,,0,0
course1,5096025,,,,,,0,0
course1,5096025,,,,,,0,0
course1,5096026,,,,,,0,0
course1,5096026,,,,,,0,0
course1,5096027,,,,,,0,0
course1,5096027,,,,,,0,0
course1,5096028,,,,,,0,0
course1,5096028,,,,,,0,0
course1,5096029,,,,,,0,0
course1,5096029,,,,,,0,0
course1,5096031,Low,,,,,0,0
course1,5096031,Low,,,,,0,0
course1,5096031,High,B,,1,test,0,0
course1,5096032,,,,,,0,0
course1,5096032,,,,,,0,0
course1,5096034,,,,,,0,0
course1,5096034,,,,,,0,0
course1,5096035,,,,,,0,0
course1,5096035,,,,,,0,0
course1,5096036,,,,,,0,0
course1,5096036,,,,,,0,0
course1,5096037,,,,,,0,0
course1,5096037,,,,,,0,0
course1,5096038,High,B,,1,test,0,0
course1,5096038,High,B,,1,test,0,0
course1,5096039,,,,,,0,0
course1,5096039,,,,,,0,0
course1,5096040,,,,,,0,0
course1,5096040,,,,,,0,0
course1,5096041,,,,,,0,0
course1,5096041,,,,,,0,0
course1,5096042,High,B,,1,test,1,0
course1,5096042,High,B,,1,test,1,0
course1,5096042,High,B,,1,test,0,0
course1,5096043,,,,,,0,0
course1,5096043,,,,,,0,0
course1,5096044,,,,,,0,0
course1,5096044,,,,,,0,0
course1,5096045,,,,,,0,0
course1,5096045,,,,,,0,0
course1,5096046,,,,,,0,0
course1,5096046,,,,,,0,0
course1,5096047,,,,,,0,0
course1,5096047,,,,,,0,0
course1,5096048,,,,,,0,0
course1,5096048,,,,,,0,0
course1,5096049,,,,,,0,0
course1,5096049,,,,,,0,0
course1,5096050,,,,,,0,0
course1,5096050,,,,,,0,0
course1,5096051,,,,,,0,0
course1,5096051,,,,,,0,0
course1,5096052,,,,,,0,0
course1,5096052,,,,,,0,0
course1,5096053,,,,,,0,0
course1,5096053,,,,,,0,0
course1,5096054,High,B,,1,test,0,0
course1,5096054,High,B,,1,test,0,0
course1,5096055,,,,,,0,0
course1,5096055,,,,,,0,0
course1,5096056,,,,,,0,0
course1,5096056,,,,,,0,0
course1,5096057,High,B,,1,test,1,0
course1,5096057,High,B,,1,test,1,0
course1,5096058,,,,,,0,0
course1,5096058,,,,,,0,0
course1,5096059,High,B,,1,test,0,0
course1,5096059,High,B,,1,test,0,0
course1,5096060,High,B,,1,test,1,0
course1,5096060,High,B,,1,test,1,0
course1,5096061,,,,,,0,0
course1,5096061,,,,,,0,0
course1,5096062,,,,,,0,0
course1,5096062,,,,,,0,0
course1,5096063,,,,,,0,0
course1,5096063,,,,,,0,0
course1,5096064,,,,,,0,0
course1,5096064,,,,,,0,0
course1,5096065,High,B,,1,test,0,0
course1,5096065,High,B,,1,test,0,0
course1,5096066,,,,,,0,0
course1,5096066,,,,,,0,0
course1,5096067,,,,,,0,0
course1,5096067,,,,,,0,0
course1,5096068,,,,,,0,0
course1,5096068,,,,,,0,0
course1,5096069,,,,,,0,0
course1,5096069,,,,,,0,0
course1,5096071,,,,,,0,0
course1,5096071,,,,,,0,0
course1,5096072,,,,,,0,0
course1,5096072,,,,,,0,0
course1,5096073,,,,,,0,0
course1,5096073,,,,,,0,0
course1,5096076,High,B,,1,test,0,0
course1,5096076,High,B,,1,test,0,0
course1,5096077,,,,,,0,0
course1,5096077,,,,,,0,0
course1,5096078,,,,,,0,0
course1,5096078,,,,,,0,0
course1,5096079,,,,,,0,0
course1,5096079,,,,,,0,0
course1,5096080,,,,,,0,0
course1,5096080,,,,,,0,0
course1,5096081,,,,,,0,0
course1,5096081,,,,,,0,0
course1,5096082,,,,,,0,0
course1,5096082,,,,,,0,0
course1,5096083,,,,,,0,0
course1,5096083,,,,,,0,0
course1,5096084,,,,,,0,0
course1,5096084,,,,,,0,0
course1,5096085,,,,,,0,0
course1,5096085,,,,,,0,0
course1,5096086,,,,,,0,0
course1,5096086,,,,,,0,0
course1,5096087,,,,,,0,0
course1,5096087,,,,,,0,0
course1,5096088,,,,,,0,0
course1,5096088,,,,,,0,0
course1,5096089,,,,,,0,0
course1,5096089,,,,,,0,0
course1,5096090,,,,,,0,0
course1,5096090,,,,,,0,0
course1,5096091,,,,,,0,0
course1,5096091,,,,,,0,0
course1,5096092,,,,,,0,0
course1,5096092,,,,,,0,0
course1,5096093,,,,,,0,0
course1,5096093,,,,,,0,0
course1,5096094,High,B,,1,test,1,0
course1,5096094,High,B,,1,test,1,0
course1,5096095,,,,,,0,0
course1,5096095,,,,,,0,0
course1,5096096,High,B,,1,test,1,0
course1,5096096,High,B,,1,test,1,0
course1,5096097,,,,,,0,0
course1,5096097,High,B,,1,test,0,0
course1,5096098,High,B,,1,test,1,0
course1,5096098,High,B,,1,test,1,0
course1,5096098,High,B,,1,test,0,0
course1,5096099,High,B,,1,test,1,0
course1,5096099,High,B,,1,test,0,0
course1,5096100,High,B,,1,test,1,0
course1,5096100,High,B,,1,test,1,0
course1,5096101,,,,,,0,0
course1,5096101,,,,,,0,0
course1,5096102,,,,,,0,0
course1,5096102,,,,,,0,0
course1,5096103,,,,,,0,0
course1,5096103,,,,,,0,0
course1,5096104,,,,,,0,0
course1,5096104,,,,,,0,0
course1,5096105,,,,,,0,0
course1,5096105,,,,,,0,0
course1,5096106,,,,,,0,0
course1,5096106,,,,,,0,0
course1,5096107,,,,,,0,0
course1,5096107,,,,,,0,0
course1,5096108,High,B,,1,test,1,0
course1,5096108,High,B,,1,test,1,0
course1,5096109,High,B,,1,test,1,0
course1,5096109,High,B,,1,test,1,0
course1,5096110,Low,,,,,0,0
course1,5096110,Low,,,,,0,0
course1,5096110,High,B,,1,test,0,0
course1,5096111,,,,,,0,0
course1,5096111,,,,,,0,0
course1,5096112,,,,,,0,0
course1,5096112,,,,,,0,0
course1,5096113,,,,,,0,0
course1,5096113,,,,,,0,0
course1,5096115,,,,,,0,0
course1,5096115,,,,,,0,0
course1,5096116,High,B,,1,test,1,0
course1,5096116,High,B,,1,test,1,0
course1,5096117,High,B,,1,test,1,0
course1,5096117,High,B,,1,test,1,0
course1,5096117,High,B,,1,test,0,0
course1,5096118,,,,,,0,0
course1,5096118,,,,,,0,0
course1,5096119,,,,,,0,0
course1,5096119,,,,,,0,0
course1,5096120,,,,,,0,0
course1,5096120,,,,,,0,0
course1,5096121,,,,,,0,0
course1,5096121,,,,,,0,0
course1,5096122,,,,,,0,0
course1,5096122,,,,,,0,0
course1,5096123,,,,,,0,0
course1,5096123,,,,,,0,0
course1,5096124,,,,,,0,0
course1,5096124,,,,,,0,0
course1,5096125,,,,,,0,0
course1,5096125,,,,,,0,0
course1,5096126,High,B,,1,test,1,0
course1,5096126,High,B,,1,test,1,0
course1,5096127,,,,,,0,0
course1,5096127,,,,,,0,0
course1,5096128,,,,,,0,0
course1,5096128,,,,,,0,0
course1,5096129,,,,,,0,0
course1,5096129,,,,,,0,0
course1,5096131,Low,,,,,0,0
course1,5096131,Low,,,,,0,0
course1,5096131,High,B,,1,test,0,0
course1,5096133,,,,,,0,0
course1,5096133,,,,,,0,0
course1,5096134,,,,,,0,0
course1,5096134,,,,,,0,0
course1,5096135,,,,,,0,0
course1,5096135,,,,,,0,0
course1,5096138,,,,,,0,0
course1,5096138,,,,,,0,0
course1,5096139,,,,,,0,0
course1,5096139,,,,,,0,0
course1,5096140,,,,,,0,0
course1,5096140,,,,,,0,0
course1,5096141,High,B,,1,test,1,0
course1,5096141,High,B,,1,test,1,0
course1,5096142,,,,,,0,0
course1,5096142,,,,,,0,0
course1,5096143,,,,,,0,0
